MPID,Atomic number,Atomic weight,Density,Electronegativity,Lattice constant,Polarizability,Heat of formation,Heat of Fusion,Heat of Vaporization
25547,13.66666667,28.97868133,3.169333333,2.81,7.516666667,26.2,260.586,3.8,73
961685,21.33333333,45.99645476,2.750333333,1.37,4.646666667,117.8333333,195.9333333,3.613333333,94.63333333
28306,31.66666667,71.58201467,4.483333333,2.49,7.41,36.66666667,169,11.51333333,93.37333333
617,31.33333333,75.694,7.916,3.026666667,5.86,19.53333333,354.7193333,6.586666667,156
1735,22.66666667,53.783,2.666666667,1.996666667,4.053333333,98.2,537.6133333,1.886666667,46.66666667
1023924,24.66666667,53.35666667,4.786666667,2.44,8.03,41.93333333,404.44,10.15333333,203.6666667
2630,16.66666667,37.214,2.346666667,2.016666667,4.406666667,73.26666667,532.58,2.4,47.33333333
971,15.33333333,31.39853333,0.953666667,1.693333333,5.763333333,194.9,142.4096667,68,1.22
10064,10,20.02766667,1.542666667,2.926666667,6.363333333,15.96666667,316.1526667,16.2,127
28233,19.66666667,41.94601467,3.443333333,2.623333333,7.123333333,32.4,175.3013333,8.74,87.27333333
11327,36,83.3022,2.618,1.396666667,5.18,222.8333333,129.6666667,3.21,70.43333333
570964,45.33333333,106.3963133,5.664333333,2.323333333,6.033333333,34.82333333,114.638,12.77333333,66.23333333
961684,18.66666667,40.64653167,2.604666667,1.386666667,4.4,118.3041667,213.2,3.696666667,111.3333333
35925,14.66666667,30.23046667,3.733333333,2.93,5.726666667,19.86666667,309.5193333,5.203333333,125.5333333
961683,10,20.73958733,1.364,1.493333333,4.623333333,86.77083333,207.6333333,4.866666667,109.8666667
29196,30.66666667,74.32818967,7.452666667,2.663333333,3.896333333,18.23333333,519.17,3.56,112.6666667
962066,22,52.50992309,2.581666667,1.336666667,4.056666667,121.6041667,154.4666667,7.813333333,98.56666667
20194,24.66666667,57.37133333,3.018333333,2.666666667,6.273333333,71.86666667,306.186,1.066666667,132
2352,10,20.65951285,1.030333333,1.766666667,5.096666667,110.2333333,154.743,1.426666667,64.93333333
441,42,99.51186667,3.101333333,1.246666667,5.21,225.8666667,119.4666667,7.436666667,67.13333333
962058,30,67.77561333,3.606666667,2.31,4.75,68.5,257.734,7.713333333,149.0366667
567677,46,108.81298,5.061,2.443333333,7.033333333,35.26666667,195.1713333,22.61333333,137.3
8041,30,67.6652,1.711333333,1.406666667,7.216666667,219.6666667,146.3233333,1.876666667,54.03333333
19886,72.66666667,181.9439,13.51333333,1.82,4.94,106,489.6333333,14.98,426.5666667
8426,24,52.3892,2.167333333,1.396666667,4.94,202.7666667,135.0666667,70.07666667,21.45333333
1006878,24,56.44166667,1.932666667,2.59,6.226666667,94.2,225.8526667,1.886666667,46.66666667
1747,30,68.59886667,2.650666667,1.246666667,4.97,205.8,124.8666667,74.30333333,18.15333333
1105,24,56.44166667,1.932666667,2.59,6.226666667,94.2,225.8526667,1.886666667,46.66666667
1022,18,36.7522,1.260666667,1.406666667,6.976666667,199.6,151.7233333,68.74333333,5.053333333
961646,50,121.899,11.11666667,1.946666667,3.38,65,485.5333333,22.80333333,403.4666667
22893,62.66666667,153.6696467,7.07,2.373333333,6.796666667,37.6,136.238,11.93666667,87.23333333
961663,45.33333333,107.2133333,6.933333333,1.75,4.806666667,87.11333333,245.7333333,14.78333333,188.7333333
567259,51.33333333,122.0743133,6.17,2.336666667,6.14,37.26666667,108.438,12.38333333,47.66666667
22883,62.66666667,153.6696467,7.07,2.373333333,6.796666667,37.6,136.238,11.93666667,87.23333333
25433,12.66666667,26.62166667,2.279333333,2.806666667,5.536666667,36.86666667,323.8193333,5.6,140.2
962057,24,51.92766667,2.14,1.283333333,5.696666667,131.7666667,263.9333333,23,226.8666667
30457,60.66666667,147.5468667,9.496466667,1.603333333,3.926666667,78,355.7666667,9.203333333,321.5333333
961712,77.33333333,193.4706267,16.65133333,1.833333333,3.563333333,57.33333333,509.9666667,16.92333333,463.4666667
2530,19.33333333,47.16,2.436,1.353333333,3.81,122.075,171.7333333,7.896666667,115.2666667
35308,14,29.85466667,4.006,2.496666667,3.739666667,21.73333333,508.9033333,3.67,100.8666667
22885,24,56.42993544,1.912,3.52,1.4,11.6,52.55666667,0.006666667,8.576666667
634859,12,24.02533333,1.282666667,2.626666667,6.413333333,57.13333333,225.4193333,2.4,50.53333333
2697,18,39.87266667,1.612666667,2.61,6.58,69.26666667,220.8193333,2.4,47.33333333
568690,39.33333333,90.74066667,4.963333333,2.536666667,5.44,29.33333333,111.8333333,9.083333333,39.40666667
241,22,50.13693544,3.622,3.216666667,0.326666667,17.82666667,90.15666667,2.376666667,24.06
30009,18,40.59826878,1.457,2.32,1.24,8.086666667,52.55666667,0.006666667,7.376666667
2286,13.33333333,30.95033333,1.952666667,1.503333333,3.78,119.0416667,181.9333333,3.67,118.5666667
1565,18.66666667,41.074,2.934666667,2.736666667,5.63,40.86666667,369.486,5.733333333,188.3333333
36582,9.333333333,18.68592309,1.037266667,1.903333333,6.15,62.20237,200.8893333,1.329,36.43466667
38011,12,24.05543333,0.998933333,1.866666667,6.483333333,104.5357033,194.7226667,34.61566667,4.578
625051,6.666666667,13.33225643,0.730266667,2.19,4.936666667,57.50237,191.5756667,0.585666667,32.60133333
1153,7.333333333,15.31333333,1.046,1.513333333,5.816666667,115.875,198.59,2.336666667,102.1666667
695850,27.33333333,61.10466667,3.923333333,2.67,5.153333333,25.06666667,118.1346667,6.31,33.30666667
22881,27.33333333,61.10466667,3.923333333,2.67,5.153333333,25.06666667,118.1346667,6.31,33.30666667
23205,39.33333333,92.70464667,3.866,2.21,6.216666667,45.66666667,120.2046667,13.41333333,71.9
9519,20,44.62873333,4.519333333,2.506666667,3.899666667,24.56666667,491.4033333,3.316666667,84.03333333
550893,29.33333333,70.16266667,5.202666667,2.726666667,5.62,37.86666667,372.286,7.7,191
30031,42,97.96231333,3.803333333,2.106666667,7.006666667,75.53333333,130.438,13.41333333,79.16666667
570418,58.66666667,142.2846467,5.608466667,1.44,6.976666667,68.26666667,123.038,11.46333333,80.96666667
36526,35.33333333,87.33246772,,2.84,3.713333333,70.68,244.8546667,3.336666667,99.48
315,33.33333333,81.73226878,4.522,3.253333333,0.983333333,18.16,117.9566667,1.93,63.62666667
30068,22,50.97415667,2.662666667,2.75,5.109666667,17.2,432.0223333,4.506666667,13.31666667
643,35.33333333,88.0119,4.692666667,2.726666667,6.246666667,75.86666667,366.8193333,4.703333333,170.5666667
30034,27.33333333,61.371,2.659333333,2.41,5.516666667,37.73333333,123.6,10.11333333,63.64
634755,10,20.02333333,1.823,2.856666667,6.956666667,12,414.423,-0.256666667,2.833333333
35555,24.66666667,57.96762439,2.802333333,2.84,3.193333333,74.68,253.188,2.67,135.8466667
28240,10,20.02333333,1.823,2.856666667,6.956666667,12,414.423,-0.256666667,2.833333333
1960,4.666666667,9.959666667,0.739,1.8,4.603333333,111.175,189.2763333,1.593333333,98.33333333
570922,15.33333333,31.735,1.619333333,2.543333333,5.23,33.46666667,129.9013333,7.34,57.54
20134,10.66666667,21.70543333,1.304666667,2.136666667,4.279666667,102.8,426.1033333,33.5,0.11
554355,12.66666667,26.02493544,1.255333333,2.986666667,1.193333333,56.09333333,112.1566667,3.406666667,55.56
36033,25.33333333,58.63502105,3.01,2.85,3.166666667,75.01333333,228.488,3.603333333,112.18
23209,24,52.84,1.886666667,2.423333333,6.186666667,75.46666667,135.5346667,7.34,61.60666667
35208,25.66666667,59.74646772,3.088,2.853333333,3.163333333,72.34666667,218.488,2.203333333,98.18
35035,10.66666667,21.70543333,1.304666667,2.136666667,4.279666667,102.8,426.1033333,33.5,0.11
38222,8,16.33592309,1.343,2.173333333,3.946333333,60.46666667,432.27,0.213333333,31.96666667
568662,30,69.409,2.206666667,2.403333333,5.833333333,100.4,140.568,6.826666667,60.94
37381,26.33333333,61.78580105,3.259,2.863333333,4.943333333,67.01333333,178.4213333,2.803333333,56.84666667
570259,15.33333333,31.735,1.619333333,2.543333333,5.23,33.46666667,129.9013333,7.34,57.54
23210,15.33333333,31.735,1.619333333,2.543333333,5.23,33.46666667,129.9013333,7.34,57.54
38194,18.66666667,41.30108105,2.242333333,2.88,3.16,57.01333333,251.088,3.67,124.18
644272,4.666666667,9.008666667,1.042933333,2.596666667,3.786333333,7.735703333,469.1026667,-0.627666667,-0.365333333
1029,24.66666667,58.44126878,1.905333333,2.95,1.006666667,93.16,112.59,2.893333333,51.69333333
981,18.66666667,41.87226878,1.585333333,2.97,1.36,68.22666667,107.5566667,3.406666667,52.36
644385,4.666666667,9.008666667,1.042933333,2.596666667,3.786333333,7.735703333,469.1026667,-0.627666667,-0.365333333
2741,12.66666667,26.02493544,1.255333333,2.986666667,1.193333333,56.09333333,112.1566667,3.406666667,55.56
864783,67.5,166.2041423,9.98045,0.6125,4.8925,89.25,235.95,9.865,213.3
997182,6,12.011,2.25,2.55,3.57,11.3,716.87,-1,-1
861950,42.5,99.72064225,7.27275,1.6125,4.9375,100.15,247.05,12.79,210.6
865713,42.5,106.8101,5.66625,1.415,3.7975,106.55625,177.6,5.2725,157.6
13119,28,64.2065,4.8995,2.565,4.905,25.65,180.5145,2.555,29.05
632176,70,173.3137725,12.7135,1.8,3.9875,61.75,462.6,14.51,424.65
1007652,41,94.8697975,6.52,1.98,4.36,47.5,272.75,1.12,128.75
1018059,41,95.7415,6.3005,1.93,4.51,46.5,268.18,12.835,232.75
1018019,49,119.63,6.71,2.19,7.71,33.2,236.185,3,94.15
8936,42,98.8405,6.05,2.255,5.09,40.95,264.2,6.15,177.85
867193,59.5,145.2967423,8.53175,1.55,5.2475,119.6,226.45,10.52,200
578606,14,29.63344232,3.05725,2.4275,5.375,54.95,235.8395,3.4125,100.125
8860,16.5,35.97272571,2.16075,1.2425,4.205,129.525,156.25,1.73,81.525
966800,32,72.895881,4.565,1.985,5.88,45,279.75,2.875,137.45
864908,47,114.1515,12.7795,1.8125,3.46,69.8,489.525,20.805,440.6
1018032,25.5,58.008,3.372,2.38,5.68,63.45,193.5645,3.3275,50.275
569304,6,12.011,2.25,2.55,3.57,11.3,716.87,-1,-1
22691,41.5,96.8945,6.05,2.165,4.475,46.95,235.1,4.235,142.4
12779,50,120.007,7.445,1.895,3.715,42,154.2,12.01,54.45
631316,22,51.34075,3.41725,1.455,4,105.30625,213.74,7.8625,190.375
685146,50,120.007,7.445,1.895,3.715,42,154.2,12.01,54.45
1018095,30,70.172,3.70095,1.7275,4.735,91.6267775,260.2645,12.54175,185.301
157,15,30.973762,1.82,2.19,7.17,25,316.5,2.51,49.8
19963,31,69.56675,6.8995,1.79,3.6275,69.25,401.3,13.3675,349.65
867912,60.5,148.489,6.964,1.41,4.7125,157.7275,180.195,6.17125,159.625
999052,20.5,44.41339563,4.747225,1.56,4.71,81.45,390.05,15.4375,337.575
10648,52,126.008,5.8777,0.775,4.925,83.95,191.4,4.29,109.35
983598,42.5,99.25115,5.83675,1.4575,5,106.15,212.525,10.3375,183.325
568516,35,81.568825,3.07875,1.09,5.11,229.275,119.15,79.625,44.7475
13314,51.5,126.133977,6.83,1.84,3.9175,55.75,238.3,13.9825,148.675
866056,48,120.5035,,2.07,4.6745,105.2,439.22,4.75,145.95
999540,29.5,66.954522,6,2.05,6.625,48.45,255.25,9.315,140.35
380,32,72.1755,5.9615,2.1,3.51,33.785,178.8,6.255,87.25
1001790,6.75,13.73425,0.99525,2.825,5.995,45.003125,226.74675,-0.0275,36.25
1070,41,95.6925,6.72,2.12,3.67,37.45,169.5,5.67,59.4
8884,41,96.49,6.6865,1.875,3.555,38.335,163.5,12.595,82.3
867311,60,147.51705,,1.8075,4.575,83.5,271.025,14.5675,161.65
1018041,29.5,66.372511,5.9,1.6025,4.845,83.25,368.075,13.56,322.825
865800,75.5,188.0092423,10.74445,0.575,4.9525,90.5,222.25,7.595,207.5
504711,18,38.6192985,5.0395,2.665,4.945,28.025,315.6395,6.6225,172.925
15724,23,51.70945964,2.37225,1.1825,4.55,164.525,142.1,31.965,98.3325
1018009,8,16.5675,1.284,1.2925,3.905,109.18125,228.925,16.395,202.7
977410,31,68.5798425,7.557,1.7675,3.3875,68,458.99,14.9975,407.575
978852,30,69.26525,3.9577,1.73,5.04,76.1767775,238.7895,5.49425,177.801
996988,16.5,36.70155,3.333,2.4475,5.31,57.428125,235.6645,3.21,100.025
1018100,32,74.37076925,4.69495,1.83,4.28,50.4,297.65,15.415,239.65
975275,27.5,63.30183464,2.54125,1.1825,4.64,172.05,140.075,6.89,116.7
1018094,34.5,81.692,4.1977,1.715,4.775,94.8767775,242.5645,5.10925,177.301
20162,32,71.70155,5.4875,2.2175,7.405,39.7,270.56,4.4125,125.05
974949,47,112.1551,6.754,1.165,5.1525,253.35,227.925,8.5525,207.85
16238,26,60.87705,4.56475,1.485,3.895,106.55625,216.975,9.4525,186.325
998980,22,47.40668313,6.003225,1.715,3.095,68.7,411.525,14.7075,358.95
8882,23,50.348381,3.865,2,5.84,37.5,294.23,4.05,160.05
1007922,41,95.225235,6.945,2.28,5.665,39.7,222.0785,14.265,173.275
672,32,72.237,5.36,2.135,6.725,32.7,194.485,3.67,34.8
866229,42.5,99.8645,5.989,1.465,4.9925,102.1275,179.545,6.94125,165.425
8881,23,50.95156675,4.21445,1.895,4.09,43.9,316.7,4.875,158.25
675402,23,50.85305,5.4395,2.6775,5.34,28.025,280.1895,5.74,139.175
981547,15.5,35.982915,1.74635,1.9325,3.73,57.3803325,252.7235,2.91275,83.428
866062,43.5,102.17875,10.115,1.9,3.5075,71.075,592.4,31.675,239
990424,6,12.011,2.25,2.55,3.57,11.3,716.87,-1,-1
971712,27.5,60.4785,4.98075,2.125,6.645,30.8675,199.135,3.9625,48.725
23202,51,120.861235,6.12,2.22,6.155,48.95,174.8785,9.38,133.525
635413,62,151.924189,3.8415,1.0675,5.725,312.675,109.775,4.3175,94.225
976148,31.5,71.3561,2.48375,1.1275,5.14,235.55,130.825,56.82,68.915
1933,23.5,51.16125,6.922,2.185,3.71725,36.725,371.16,9.5075,228.2
10159,27,59.763725,2.31475,1.1275,5.05,228.025,132.85,81.895,50.5475
581024,36,83.21551299,2.569,1.12,5.255,255.825,129.725,56.7925,67.04
804,19,41.865,3.359,2.425,4.2745,28.7,372.2,2.295,134.65
1018091,25.5,57.37975,3.7102,1.7425,4.915,67.0767775,242.2395,5.49425,180.201
22660,28,63.67105,5.027,2.6475,5.585,32.65,256.5895,3.2975,119.3
554310,49,119.3701,6.43425,2.215,7.2875,34.2,236.535,4.4425,88.85
978847,25.5,57.74525,3.46095,1.7425,5,72.9267775,256.4895,12.92675,185.801
569346,41,95.225235,6.945,2.28,5.665,39.7,222.0785,14.265,173.275
1039,32,75.9525,3.989,1.705,3.83,54.6,171.85,13.555,90.8
677241,42,99.1137,7.0951,2,3.96,60.325,304.85,5.6175,209.5
9382,23,51.7145,2.6655,2.09,4.347,81,429.72,6.6,177.25
20930,23.5,52.5905,4.642,2.64,5.465,30.525,269.7145,3.5625,131.925
560588,23,48.72,4.6015,2.115,6.565,29.035,203.785,4.255,62.65
999200,14,28.085,2.33,1.9,5.43,37.3,450,50.6,383
765869,22.5,49.6998485,5.4245,2.6725,5.065,30.15,302.5145,6.3575,160.3
2793,56.5,137.9687845,12.045,2.475,4.22,32.45,297.7,8.955,199.85
1018090,16.5,34.7235,2.4652,1.7275,4.8175,63.1517775,279.4395,16.37675,201.951
2168,42,98.8405,6.05,2.255,5.09,40.95,264.2,6.15,177.85
867169,51.5,123.6355,6.484,1.44,5.2425,120.3275,172.645,6.94125,160.625
2133,19,40.6895,4.141,2.545,4.745,21.985,189.8145,3.14,56.9
996995,22,48.701061,5.002,2.59,6.66,33.4,266.6645,5.8375,118.275
675180,41.25,97.18675,6.9,2.06,3.9725,63.575,277.05,5.6175,185.25
9383,31,73.531,4.3665,2.0825,4.3395,78.75,431.82,8.075,179.25
559676,33,75.385,4.69,2.27,8.145,36.2,289.185,4.15,153.25
29643,32.5,74.10239875,6.0675,2.295,4.115,33.575,273.575,5.6175,114.1
865101,25,61.46254232,2.9465,1.1975,3.99,134.73125,158.925,4.855,141.475
23222,23,57.4501,2.83725,1.21,3.805,135.084375,171.875,4.9175,154
1018040,23,51.638,3.264,1.93,3.785,50.05,187.15,7.215,95.75
9146,36,86.251,6.1235,2.6175,4.9075,22.6275,167.9095,1.60125,28.9
568177,12,24.03813463,1.662425,1.6775,4.7025,65.1017775,294.1745,17.66675,205.401
755552,18.5,39.99146,2.286,1.84,7.02,91.228125,284.585,4.2125,134
9158,12,25.621,2.948,2.44,5.19,55.303125,248.7895,3.475,112.65
753287,21,46.1225,3.1245,2.3925,5.555,54.35,197.0145,3.3275,52.675
19128,17.5,37.466097,5.0245,2.66,4.67,30.15,337.9645,7.24,194.05
866132,38.5,93.02988464,5.12075,1.4275,4.1075,104.6,165.4,7.4175,138.35
22894,50,117.386335,7.715,2.295,5.905,43.95,195.8285,13.735,148.025
866141,22,46.9105,5.6545,1.775,3.53,65.325,438.5,24.25,371.4
2097,29,67.3545,4.2295,2.7,6.325,29.15,275.2145,3.035,147.5
979137,21,46.609,2.7127,1.715,4.9425,72.2517775,275.9895,16.37675,199.551
570081,41,95.225235,6.945,2.28,5.665,39.7,222.0785,14.265,173.275
974822,31.5,71.8442905,1.604,1.1625,5.985,246.1,139.8,2.2775,69.3
862947,68.5,170.1502423,9.01175,1.52,4.7175,157,234,9.75,199
1001831,4,8.875,1.437,1.51,6.11,92.30625,362.15,13.245,326.25
776678,17,35.922,4.5115,2.635,4.85,33.65,332.3645,6.4,169.5
33018,40.5,94.54085,2.82175,1.1275,5.32,250.6,126.775,6.67,105.65
1008524,19,43.99159155,3.319,2.06,3.325,33.32,275.6,8.72,184.35
570858,32,71.6591,6.03,2.545,5.165,34.8,203.101,9.18,137.255
165,14,28.085,2.33,1.9,5.43,37.3,450,50.6,383
15988,21.5,49.7965,4.17975,1.4775,3.775,104.43125,230.1,9.7175,198.95
22917,32,71.725,6.04,2.43,5.14,33.75,224.625,11.79,167.08
233,29,71.5064775,5.62425,3.005,5.835,36.225,320.17175,2.4,103.5
996992,16.5,36.70155,3.333,2.4475,5.31,57.428125,235.6645,3.21,100.025
973064,15,35.4823675,1.5906,1.925,3.75,57.1303325,271.2485,2.21275,101.178
754282,23,51.8095,1.8445,2.195,6.455,101.25,206.6145,4.1,71.5
628773,42,98.8405,6.05,2.255,5.09,40.95,264.2,6.15,177.85
557835,45,111.6892016,6.479,2.89,1.23,26.87,130.7675,2.41,84.47
1008556,14.5,31.17963463,2.556225,2.375,4.1595,30.65,386.935,3.585,138.1
631545,19.5,44.3895,2.2785,2.235,6.39,56.653125,237,11.9075,177.905
8927,29,68.12697,6.8075,2.37,3.7495,33.825,516.07,8.9275,265.15
861884,56,137.98075,,1.7775,4.68,82.25,267.79,12.9775,165.7
4541,14,29.63344232,3.05725,2.4275,5.375,54.95,235.8395,3.4125,100.125
22863,41,95.225235,6.945,2.28,5.665,39.7,222.0785,14.265,173.275
29678,40.5,95.24215,6.09675,2.2475,7.445,35.45,262.21,6.3525,111.775
1018093,21,45.85975,3.21345,1.755,4.875,63.8267775,259.9395,12.92675,188.201
754824,23,51.8095,1.8445,2.195,6.455,101.25,206.6145,4.1,71.5
569679,32,72.1755,5.9615,2.1,3.51,33.785,178.8,6.255,87.25
861937,56,136.635541,8.0075,1.59,4.5625,152.5,257.225,6.75,164.1
1008506,25.5,59.03575,2.9527,1.7,4.6775,90.9517775,279.7645,15.99175,199.051
12910,24,52.345,3.6965,2.295,8.065,29.7,324.585,19.015,169.25
996984,20,43.82905,3.5895,2.9925,5.9975,20.05,226.165,4.09,68.1275
25596,11.75,24.40785,2.9335,2.4425,5.1675,55.928125,271.9645,4.625,131.15
24093,15,32.277,4.5154,2.05,3.68,25.503555,277.699,6.5635,152.752
22464,8.75,17.74669232,1.1045,2.8125,6.18,44.65,213.79675,-0.09,23.725
996953,11.5,24.138,2.8322,2.745,5.255,15.4017775,263.464,2.78175,75.876
754326,18.5,40.71399232,3.44225,2.435,5.495,57.075,222.7145,3.1475,87.5
7113,33.75,78.27066725,7.655,2.305,6.975,39.45,330.005,9.035,175.75
862631,60.5,148.3451422,8.24775,1.5575,4.6575,155.75,247.7,12.02,204.8
996966,20.5,44.741125,3.4135,2.4075,5.745,88.825,218.0895,28.1125,63.6075
13313,42.5,101.819477,6.105,2.065,3.8725,51.2,253.6,7.6425,153.625
10378,54,130.119089,3.0775,1.105,5.665,311.425,123.475,6.5875,100.025
3056,27,64.84194232,3.77975,2.4025,5.3375,55.825,197.0395,1.2375,64.575
567809,50,117.386335,7.715,2.295,5.905,43.95,195.8285,13.735,148.025
570485,16.5,35.92363463,1.909925,1.665,4.8275,74.2017775,290.7245,17.66675,203.001
1017508,64,158.6367,8.5426,1.75,3.9675,65.75,250.75,9.7825,169
4226,14.75,30.764025,2.9635,1.95,6.8275,71.478125,277.78,6.5875,127.75
984761,45,106.400263,2.907,1.12,5.435,270.875,125.675,6.6425,103.775
24850,11.5,24.4677985,2.933,2.435,4.915,57.428125,271.1145,4.0925,133.775
753946,15.5,32.4982985,3.3935,2.005,6.735,64.478125,285.085,5.2075,139.525
997084,25,56.3335,3.5825,2.4075,5.835,96.35,216.0645,3.0375,81.975
12953,55,133.000605,8.07525,1.845,4.1325,68.75,227.575,11.6925,146.425
6913,23,51.45642,2.639,2.13,3.8445,84.7,448.57,5.25,183
4636,16.5,35.124977,3.562,2.535,5.145,38.525,303.4145,6.7025,158.825
5077,17,39.65744232,2.1825,1.235,3.93,133.48125,172.625,7.125,147.275
12908,34,77.691527,5.7675,2.0975,4.03,52.45,279.275,9.5525,176.55
757100,15.5,32.4982985,3.3935,2.005,6.735,64.478125,285.085,5.2075,139.525
756436,17,35.922,4.5115,2.635,4.85,33.65,332.3645,6.4,169.5
22566,40.5,95.8295,5.825,2.185,7.2475,38.45,244.885,2.5025,102.125
2074,15,35.645,2.07325,1.2475,3.745,133.834375,185.575,7.1875,159.8
570301,41,93.8861,6.81,2.445,5.38,38,198.375,11.26,141.83
571093,21,48.35038463,2.149925,1.65,4.5625,92.9017775,294.4995,17.28175,202.501
4182,25.75,55.996075,5.455,2.1875,6.9775,44.2,309.18,8.8525,154.275
571079,49,119.915,6.705,2.48,4.85,32.3,151.751,5.36,91.405
769933,31,72.82085,6.1865,2.6725,5.0425,23.3775,247.4845,4.47625,108.775
1018030,25,55.82475,2.07475,1.98,7.365,104.775,213.59975,4.6575,74.375
714885,15.5,33.47025,3.6295,2.535,4.925,46.15,382.3645,8.25,229.5
1018033,27,60.692925,6.302,2.7725,5.3875,32.9,334.8395,7.9375,186.525
631519,30,71.5225,4.3275,2.54,6.1675,24.925,247.451,10.1825,176.93
510281,17.75,37.84725,4.783,2.6525,5.035,29.775,312.8395,6.2025,160.65
1017510,32,75.9525,3.989,1.705,3.83,54.6,171.85,13.555,90.8
755219,29.5,70.333477,4.2845,2.51,5.1075,39.4,264.6145,4.5275,123.275
7017,16.5,35.97753482,2.78925,2.1525,3.902,68.875,446.345,6.86,193.975
10618,30,69.925,4.356,1.965,4.2,71.728125,214.175,4.1475,123.125
998913,10.75,21.773825,1.07575,2.785,6.43,76.4,209.17175,24.875,-0.1675
288,47,113.572,11.76,2.39,7.195,33.7,421.435,11.495,240.25
8176,33.5,80.46145,3.92,2.375,5.6775,95.1,190.3895,1.1275,59.05
10525,6,12.71919232,0.71175,1.4825,3.81225,124.58125,224.635,1.855,98.225
