MPID,min emittance
974822.0,0.1
862947.0,0.5
1001831.0,0.1
776678.0,0.3
33018.0,0.1
1008524.0,0.1
570858.0,0.1
165.0,0.1
15988.0,0.1
22917.0,0.2
233.0,0.1
996992.0,1.1
973064.0,0.1
754282.0,0.1
628773.0,1.0
557835.0,1.4
1008556.0,0.2
631545.0,1.0
8927.0,1.0
861884.0,1.0
4541.0,1.1
22863.0,0.1
29678.0,inf
1018093.0,0.1
754824.0,0.2
569679.0,0.1
861937.0,1.0
1008506.0,0.1
12910.0,1.6
996984.0,0.1
25596.0,0.8
24093.0,1.4
22464.0,1.5
996953.0,1.7
754326.0,0.8
7113.0,0.9
862631.0,1.0
996966.0,1.7
13313.0,0.8
10378.0,0.1
3056.0,0.2
567809.0,0.2
570485.0,0.7
1017508.0,0.8
4226.0,1.0
984761.0,0.1
24850.0,0.8
753946.0,0.8
997084.0,1.6
12953.0,0.6
6913.0,1.0
4636.0,1.2
5077.0,0.1
12908.0,0.4
757100.0,0.6
756436.0,0.3
22566.0,0.9
2074.0,0.1
570301.0,1.5
571093.0,0.6
4182.0,0.3
571079.0,1.5
769933.0,0.2
1018030.0,0.2
714885.0,inf
1018033.0,2.1
631519.0,1.0
510281.0,0.1
1017510.0,0.1
755219.0,1.9
7017.0,0.1
10618.0,0.8
998913.0,1.1
288.0,1.5
8176.0,0.2
10525.0,0.2
557655.0,1.7
632539.0,0.2
6980.0,0.2
570687.0,1.3
1008557.0,0.2
1014013.0,0.3
8175.0,0.2
568927.0,1.4
14116.0,1.1
4280.0,0.1
2251.0,0.2
5693.0,1.0
22473.0,0.8
779972.0,0.2
23153.0,1.0
1008528.0,0.1
675349.0,0.1
675902.0,0.1
27418.0,1.6
1008559.0,0.1
999295.0,0.3
1018096.0,1.6
1018099.0,1.5
561320.0,0.7
1007824.0,0.1
567290.0,1.0
1379.0,1.6
19225.0,0.1
1018098.0,1.6
997089.0,1.1
984718.0,0.1
1018115.0,1.3
4026.0,0.9
36209.0,0.1
754992.0,1.8
570117.0,0.7
11178.0,1.0
11342.0,0.7
568588.0,0.7
775236.0,inf
568062.0,0.6
22870.0,1.3
27869.0,0.8
9036.0,0.6
996955.0,1.6
569178.0,1.3
569507.0,0.7
11740.0,0.6
22009.0,inf
5475.0,0.1
5273.0,0.6
775113.0,0.6
11742.0,0.6
16763.0,0.7
754541.0,1.8
10781.0,0.7
1018275.0,0.1
10422.0,1.1
864928.0,0.3
5808.0,0.6
9263.0,0.7
30041.0,0.6
571555.0,1.2
754823.0,1.8
8830.0,1.0
23154.0,1.0
571636.0,inf
27639.0,0.9
770068.0,0.4
545552.0,inf
4123.0,0.9
35695.0,inf
754555.0,1.8
754988.0,0.3
571454.0,1.1
19921.0,0.1
755544.0,1.8
755183.0,1.7
15793.0,0.8
1008523.0,0.1
1018089.0,0.1
14115.0,1.0
15794.0,0.6
31166.0,0.9
29868.0,1.1
15795.0,0.9
568949.0,1.4
28554.0,0.8
15796.0,0.9
15797.0,0.8
375.0,0.2
8134.0,inf
3664.0,0.9
7896.0,0.1
22859.0,0.8
629458.0,0.1
19378.0,1.0
510625.0,2.2
776563.0,1.3
19419.0,0.1
978534.0,0.1
558071.0,0.9
23040.0,0.8
11739.0,0.7
7885.0,0.1
29266.0,0.5
754933.0,1.6
1018049.0,0.9
676400.0,0.6
9084.0,0.7
7045.0,0.7
28650.0,0.8
706.0,1.4
7895.0,0.1
8260.0,1.2
5770.0,1.1
752549.0,0.5
19340.0,1.5
695817.0,1.1
569677.0,0.8
3748.0,2.4
690794.0,1.0
8781.0,1.0
20289.0,0.1
999274.0,1.4
752767.0,0.5
753098.0,0.8
23056.0,0.9
554134.0,0.3
9889.0,0.7
5841.0,1.1
10779.0,0.7
10780.0,0.7
1008394.0,0.8
10778.0,0.6
8584.0,0.6
5175.0,0.2
15788.0,0.7
10782.0,0.6
15789.0,0.8
19359.0,0.1
23033.0,0.8
8880.0,0.1
10783.0,0.6
15790.0,1.3
10784.0,0.6
1014244.0,0.1
15791.0,1.4
29662.0,0.1
10423.0,1.2
10785.0,0.1
23227.0,0.1
973185.0,1.0
1018031.0,0.4
20526.0,0.9
774147.0,0.1
7041.0,0.3
1018097.0,1.3
505158.0,0.7
9082.0,0.6
9085.0,0.7
9086.0,0.7
561751.0,0.7
22858.0,1.4
9081.0,0.6
1018025.0,2.0
9089.0,0.8
764312.0,1.5
9080.0,0.6
29803.0,0.1
561619.0,0.7
10421.0,1.0
22990.0,0.8
753619.0,1.1
864755.0,0.8
23177.0,1.1
8883.0,0.1
9363.0,0.8
9362.0,0.8
15782.0,0.7
865081.0,0.8
9364.0,0.6
3915.0,0.8
15783.0,0.8
10226.0,1.2
7140.0,1.1
9365.0,0.6
10969.0,0.1
5694.0,1.2
1014251.0,0.1
7176.0,0.7
7046.0,0.6
561367.0,inf
15785.0,0.7
9366.0,0.6
3613.0,1.2
9367.0,0.6
15786.0,0.6
13694.0,1.0
1008500.0,0.9
9076.0,0.8
9368.0,0.6
22936.0,0.9
4326.0,0.7
9370.0,0.7
4886.0,1.0
546787.0,0.3
9035.0,1.3
2964.0,0.4
23009.0,0.8
561203.0,1.2
10102.0,1.2
753226.0,1.6
1008395.0,0.1
34857.0,0.5
4573.0,0.1
1007637.0,1.5
13695.0,1.0
561586.0,0.8
20072.0,1.2
754472.0,1.1
22848.0,0.3
764292.0,1.2
6972.0,1.0
9361.0,0.8
15781.0,0.8
22897.0,1.2
34465.0,0.1
7487.0,0.2
772231.0,0.9
753260.0,1.6
972965.0,0.8
578614.0,0.9
561800.0,0.4
554201.0,1.1
24927.0,1.2
760482.0,1.4
672234.0,0.1
7976.0,0.1
757021.0,0.1
22205.0,0.1
545512.0,0.2
1007823.0,0.1
13178.0,inf
1378.0,0.3
549706.0,0.2
8145.0,0.9
1017988.0,1.2
47.0,0.1
1002080.0,0.3
7973.0,0.8
7974.0,1.0
7972.0,1.0
7476.0,0.1
14437.0,0.1
8188.0,0.8
6978.0,1.0
2659.0,1.2
7477.0,0.1
4519.0,1.0
7478.0,0.2
7480.0,0.2
754158.0,1.0
8002.0,0.3
581833.0,0.6
9166.0,1.1
7958.0,1.1
754777.0,0.4
570538.0,inf
7959.0,0.4
999498.0,0.5
23301.0,1.0
629015.0,0.8
8409.0,0.1
753774.0,0.6
754883.0,0.3
756034.0,0.4
7914.0,1.0
1002081.0,0.2
22003.0,1.0
661.0,0.1
755311.0,0.4
11601.0,0.2
754825.0,0.5
1002083.0,0.2
1017514.0,0.1
7991.0,0.8
1002069.0,0.3
568273.0,0.2
570935.0,0.2
604884.0,0.8
984.0,0.8
777047.0,0.1
632229.0,0.2
7748.0,0.3
754537.0,0.1
323.0,0.8
13181.0,inf
976280.0,0.2
2653.0,0.5
865194.0,0.1
632326.0,0.2
559092.0,inf
985278.0,inf
10694.0,0.6
8001.0,0.3
672233.0,0.9
632296.0,0.3
570747.0,0.4
27837.0,0.1
977360.0,0.2
8039.0,0.3
2542.0,0.2
24199.0,0.4
632672.0,0.1
973783.0,1.5
24504.0,0.2
614013.0,0.9
571458.0,1.0
998157.0,0.8
570223.0,1.0
7891.0,0.2
27986.0,1.0
9379.0,0.1
998398.0,0.7
998156.0,1.0
632485.0,0.3
545379.0,1.2
9257.0,0.1
7430.0,0.1
1016903.0,1.0
9581.0,0.6
8277.0,0.1
1013524.0,0.1
684654.0,inf
27910.0,0.1
676315.0,0.6
998350.0,0.1
9570.0,0.1
4405.0,0.8
23037.0,0.9
2646.0,0.7
977408.0,0.9
10550.0,0.2
7770.0,0.1
674981.0,inf
998176.0,0.9
632480.0,inf
31149.0,inf
10437.0,1.4
5795.0,0.1
998605.0,0.9
8579.0,0.1
676561.0,inf
4255.0,1.5
4366.0,0.9
3163.0,0.1
552098.0,1.5
570597.0,0.6
9897.0,0.1
865185.0,0.1
637213.0,0.6
754827.0,0.1
29666.0,0.1
10314.0,0.1
1013548.0,0.2
1013544.0,0.1
4126.0,1.1
865424.0,1.0
1013550.0,0.1
9307.0,1.1
1013546.0,0.1
8612.0,0.1
29394.0,0.8
754834.0,0.2
1016884.0,0.2
10732.0,0.1
571035.0,1.7
21043.0,1.2
5811.0,1.2
22995.0,0.1
553875.0,0.8
571550.0,0.2
753940.0,0.2
1013551.0,0.1
9200.0,0.9
768908.0,0.1
30055.0,0.2
1013642.0,0.1
558189.0,inf
570008.0,0.1
1017000.0,0.1
644497.0,1.6
977455.0,0.3
28166.0,0.1
1016879.0,1.1
7482.0,0.2
754892.0,0.2
1018630.0,0.1
753781.0,0.2
10996.0,0.1
8152.0,0.9
982048.0,0.2
555391.0,0.3
550008.0,1.2
570231.0,0.2
7223.0,0.1
561947.0,0.2
8301.0,0.8
9306.0,0.2
1017548.0,0.1
8818.0,0.2
1013547.0,0.1
1016825.0,0.1
985586.0,0.2
625072.0,0.1
8623.0,1.0
9565.0,0.1
9582.0,0.1
614005.0,0.7
9912.0,0.5
8276.0,0.1
1016820.0,0.1
9567.0,0.1
778781.0,0.6
9569.0,0.1
28171.0,0.2
4823.0,0.9
28479.0,0.7
33029.0,0.1
673244.0,1.3
23729.0,0.3
8621.0,1.0
1016821.0,0.1
31406.0,0.6
546973.0,0.2
626701.0,inf
9566.0,0.1
976876.0,0.6
864241.0,0.1
28602.0,0.2
8622.0,1.0
7752.0,0.2
865758.0,0.2
573376.0,0.7
7523.0,0.3
625717.0,0.3
1018639.0,1.0
755756.0,0.8
8280.0,0.1
16035.0,1.4
1016827.0,0.2
16037.0,1.4
626708.0,0.2
27962.0,0.7
11824.0,0.1
9006.0,0.8
10919.0,0.7
8278.0,0.6
570290.0,1.0
16036.0,1.4
978489.0,0.7
7608.0,1.3
632808.0,1.0
8181.0,1.1
1013552.0,0.1
22979.0,1.5
7928.0,1.0
675295.0,1.2
5072.0,0.5
625557.0,0.2
7929.0,1.0
9564.0,0.1
505825.0,0.6
13973.0,0.1
12725.0,0.5
5860.0,0.7
7768.0,0.8
540584.0,1.6
998744.0,1.0
7769.0,1.0
935811.0,inf
16033.0,1.4
22313.0,1.4
770391.0,1.3
4342.0,0.1
13146.0,0.2
998231.0,1.0
571436.0,0.5
33107.0,0.7
3136.0,0.2
7954.0,0.1
10918.0,0.7
5459.0,1.4
3216.0,0.7
19845.0,0.9
10933.0,0.1
23080.0,1.5
14099.0,0.3
1016830.0,0.1
29209.0,0.1
29208.0,0.1
625548.0,0.1
7067.0,0.1
4961.0,0.4
16032.0,1.4
2998.0,0.2
37036.0,1.3
626794.0,0.5
8196.0,1.3
1013555.0,0.1
5986.0,inf
625668.0,0.1
568544.0,0.2
9514.0,1.2
8279.0,0.1
505824.0,0.5
634809.0,0.3
655631.0,inf
866647.0,1.0
625565.0,inf
774096.0,0.3
865322.0,1.1
998710.0,0.6
20459.0,inf
24419.0,1.2
5827.0,0.3
626843.0,inf
865218.0,0.2
34202.0,0.1
341.0,0.3
774411.0,0.2
998365.0,0.3
754475.0,0.9
541837.0,0.1
765734.0,0.3
9571.0,0.1
4805.0,0.1
4547.0,0.2
27980.0,1.0
5246.0,inf
7232.0,0.3
557257.0,0.4
769253.0,0.3
998560.0,0.9
1013554.0,0.1
755609.0,0.3
3614.0,0.2
998358.0,0.3
753920.0,0.2
13972.0,0.1
755340.0,0.1
13971.0,0.1
769284.0,0.1
13974.0,0.2
752658.0,0.1
4764.0,0.1
13975.0,0.1
23818.0,1.2
998233.0,0.9
4170.0,0.6
625956.0,0.1
626689.0,inf
5777.0,inf
7375.0,inf
5663.0,0.3
675022.0,inf
7771.0,0.1
626680.0,0.2
1017439.0,0.2
8281.0,0.1
861873.0,0.9
7233.0,0.2
22535.0,1.1
625487.0,0.1
774907.0,0.4
556424.0,1.0
3525.0,0.1
23737.0,1.1
1201.0,0.1
998241.0,1.0
625953.0,inf
625488.0,inf
5020.0,inf
775097.0,0.1
1016928.0,0.9
774134.0,0.2
771055.0,0.3
552729.0,1.2
998762.0,1.5
769864.0,0.1
555123.0,0.5
20337.0,1.0
20470.0,0.1
775036.0,0.1
766158.0,0.8
22981.0,1.2
754976.0,0.3
978504.0,0.3
779840.0,0.6
3236.0,0.1
3211.0,0.1
5598.0,0.1
998535.0,0.8
558749.0,0.5
865120.0,0.1
984723.0,0.3
19183.0,inf
6920.0,0.5
752446.0,0.5
12668.0,0.1
12894.0,0.1
12669.0,0.1
12670.0,0.1
3834.0,0.2
676851.0,inf
4511.0,0.3
12671.0,0.1
998153.0,1.0
998412.0,1.0
12673.0,0.2
2706.0,0.5
3556.0,0.1
10175.0,0.2
998298.0,0.8
32403.0,inf
998712.0,0.9
6951.0,0.2
8037.0,0.2
3323.0,0.2
542112.0,0.3
551905.0,0.9
23949.0,1.0
998761.0,1.5
8399.0,0.2
13060.0,0.1
998193.0,0.9
998325.0,0.2
5893.0,inf
5304.0,0.1
11107.0,1.0
998552.0,0.2
1016873.0,0.2
5878.0,0.2
998333.0,0.2
9610.0,1.1
4551.0,0.3
13108.0,inf
2063.0,1.0
626643.0,0.1
2763.0,1.2
1968.0,0.9
22958.0,0.9
547622.0,1.0
998749.0,0.3
998745.0,1.2
10733.0,0.1
998151.0,0.8
755483.0,0.1
11917.0,0.1
998198.0,0.3
13068.0,0.1
13061.0,0.1
23879.0,0.2
13063.0,0.1
626149.0,0.1
13067.0,0.1
998297.0,0.3
30247.0,0.2
13066.0,0.2
626143.0,inf
13064.0,0.2
998739.0,1.5
13065.0,0.2
28593.0,1.2
568005.0,0.1
34260.0,0.3
30056.0,0.2
4559.0,0.5
625509.0,0.2
625521.0,inf
998155.0,0.3
985585.0,1.3
998601.0,0.3
998197.0,0.2
23011.0,1.0
34078.0,0.2
760386.0,1.0
9816.0,0.2
560399.0,0.2
4950.0,0.4
3654.0,0.3
6952.0,0.2
10250.0,0.2
8401.0,0.3
7104.0,0.3
8402.0,0.2
3448.0,0.2
8398.0,0.2
1818.0,0.2
600604.0,2.7
20928.0,1.8
20725.0,0.5
29352.0,1.2
988996.0,1.9
1018691.0,0.1
1492.0,0.1
27484.0,0.4
8406.0,0.6
756006.0,0.5
1018850.0,1.2
551798.0,inf
571195.0,0.1
7433.0,0.1
684670.0,0.6
19880.0,0.5
1018693.0,inf
33234.0,inf
10910.0,1.2
978695.0,0.7
27849.0,0.1
21325.0,0.3
8211.0,0.5
27850.0,0.2
38511.0,1.3
989651.0,1.3
9899.0,0.1
540284.0,inf
471.0,1.1
13277.0,0.3
1018768.0,0.5
775296.0,1.0
1018736.0,0.1
23052.0,0.2
8405.0,0.5
29055.0,1.1
1018731.0,0.3
4359.0,1.3
8374.0,0.1
856.0,0.3
8911.0,0.2
29754.0,0.2
555763.0,0.1
3486.0,0.1
568018.0,1.2
755060.0,0.2
2008.0,2.0
267.0,1.0
16236.0,0.2
9281.0,0.1
22998.0,0.4
755459.0,0.9
573755.0,0.2
28929.0,0.3
714929.0,1.3
3481.0,0.1
2150.0,0.8
2695.0,1.8
760.0,1.3
470.0,0.3
560025.0,1.3
9008.0,0.1
34982.0,0.1
9919.0,0.1
28928.0,0.1
1018818.0,0.2
1018941.0,0.2
20027.0,2.0
551470.0,inf
766.0,1.9
28266.0,0.7
868632.0,1.0
1413.0,1.7
358.0,0.2
568346.0,0.2
4495.0,0.1
34460.0,0.2
13097.0,0.1
570157.0,0.2
1018766.0,0.6
676861.0,0.3
1023955.0,1.0
486.0,0.7
974603.0,0.2
3718.0,0.2
1023927.0,1.0
1018716.0,1.0
4824.0,0.1
768060.0,1.3
1002063.0,inf
29529.0,0.1
570155.0,1.6
7547.0,0.9
23862.0,0.2
28572.0,0.6
690470.0,1.8
998915.0,0.2
8407.0,0.7
1018752.0,0.2
1285.0,0.9
24809.0,0.1
2455.0,1.6
757070.0,0.7
23192.0,0.1
570875.0,1.4
12621.0,0.2
12620.0,0.2
755072.0,0.2
755144.0,0.2
1023953.0,1.1
10485.0,0.1
1018659.0,0.2
22857.0,0.5
7436.0,0.1
33857.0,1.5
1023948.0,1.1
7434.0,0.1
28458.0,0.2
1852.0,1.1
22945.0,1.6
580886.0,0.6
697836.0,0.1
5760.0,0.2
3992.0,0.2
1019105.0,0.1
644424.0,0.3
550172.0,inf
2319.0,0.2
771247.0,0.9
27246.0,0.1
675127.0,0.1
714883.0,inf
773137.0,0.2
770596.0,1.7
9244.0,1.7
1018891.0,0.9
3931.0,0.2
3799.0,0.1
28051.0,0.7
714880.0,inf
361.0,0.2
1023933.0,0.8
9575.0,0.1
1522.0,1.3
569017.0,1.3
998914.0,0.2
9574.0,0.8
556382.0,0.1
569008.0,1.3
12433.0,0.2
755646.0,1.2
5962.0,0.2
1023942.0,1.0
1018888.0,inf
1019322.0,1.0
752463.0,1.5
690490.0,1.3
763056.0,0.2
1023928.0,1.0
567441.0,0.5
9562.0,0.1
753775.0,1.0
1018722.0,0.2
7090.0,0.1
771686.0,0.1
755480.0,0.2
1023938.0,1.0
714944.0,inf
568100.0,1.2
36216.0,inf
774156.0,0.1
755413.0,0.4
7950.0,0.2
5394.0,0.2
541037.0,0.5
567484.0,0.6
989194.0,1.0
1023945.0,1.0
9915.0,0.1
1019089.0,0.2
27716.0,1.5
763099.0,1.6
8136.0,0.2
978846.0,0.1
672705.0,1.1
7738.0,0.2
1023941.0,1.0
2815.0,0.9
675172.0,0.7
1018807.0,1.0
947.0,0.2
7089.0,0.2
765892.0,1.1
9573.0,0.2
1950.0,0.1
32669.0,0.1
755071.0,0.2
626506.0,0.2
32884.0,inf
9845.0,0.2
23759.0,0.1
7826.0,0.4
771676.0,1.0
1023954.0,0.9
1023930.0,1.0
1018809.0,0.8
1023929.0,0.9
672350.0,1.1
13276.0,0.1
976802.0,inf
31053.0,inf
10930.0,0.2
603719.0,1.9
7438.0,0.1
1019323.0,1.1
1634.0,1.0
1023940.0,0.9
31725.0,1.0
541912.0,1.1
1821.0,0.9
774153.0,1.1
553303.0,0.1
22987.0,0.2
7437.0,0.1
9984.0,0.7
9846.0,1.0
556135.0,0.2
756134.0,0.2
764716.0,0.1
28944.0,0.1
545359.0,0.4
10074.0,0.1
30521.0,1.4
8231.0,0.3
7868.0,0.9
1018656.0,0.1
1023939.0,0.9
224.0,0.7
23940.0,inf
7421.0,0.1
684.0,1.1
34380.0,1.3
772598.0,2.0
989189.0,0.2
774160.0,1.0
761361.0,0.2
2657.0,0.4
29403.0,0.8
36734.0,1.3
764309.0,1.1
1018737.0,0.2
763136.0,0.1
1001023.0,0.3
554962.0,0.9
13548.0,0.7
7786.0,0.1
9252.0,inf
1023925.0,0.7
574599.0,0.2
634.0,0.2
10931.0,0.2
9731.0,0.4
542791.0,0.3
9385.0,0.1
568592.0,0.7
776081.0,1.5
