MPID,min emittance
29149.0,0.1
27616.0,0.2
771809.0,0.9
763051.0,0.9
27743.0,1.0
1019888.0,0.3
9881.0,0.5
568313.0,0.2
989196.0,0.2
989191.0,0.8
1018719.0,1.2
30302.0,1.1
29443.0,0.7
545598.0,1.1
765183.0,0.1
1018664.0,0.3
5339.0,0.2
36329.0,1.1
8453.0,0.2
9010.0,0.4
1023943.0,1.0
34688.0,inf
989193.0,0.3
27703.0,0.2
10932.0,0.2
1575.0,inf
10086.0,0.2
8658.0,0.2
390.0,1.5
754466.0,0.3
1019269.0,0.1
22969.0,0.2
7077.0,0.5
35404.0,0.2
10293.0,1.1
614918.0,0.2
6948.0,0.2
568264.0,0.7
3960.0,1.1
766952.0,0.9
23891.0,0.1
22142.0,0.5
9386.0,0.1
754960.0,0.3
541911.0,1.3
754038.0,0.1
849971.0,1.3
753163.0,0.2
1018651.0,0.1
773864.0,0.9
8226.0,1.0
27724.0,0.8
23072.0,0.1
778780.0,0.7
774712.0,0.1
8799.0,0.1
551456.0,0.7
20790.0,0.1
552934.0,0.7
9250.0,0.2
764219.0,0.3
23173.0,0.2
863076.0,0.7
1018655.0,0.5
32541.0,inf
917.0,1.2
552537.0,0.8
754534.0,1.3
9384.0,0.1
570172.0,0.2
27702.0,0.2
10667.0,0.1
551758.0,0.3
28248.0,0.1
568233.0,0.1
861891.0,0.7
540789.0,0.1
569595.0,0.4
6973.0,0.2
7435.0,0.1
541073.0,0.1
567503.0,0.1
22935.0,1.2
861871.0,0.6
7.0,0.8
28065.0,0.3
8756.0,0.3
989197.0,0.3
684904.0,inf
23292.0,0.2
989192.0,0.2
602.0,1.0
29771.0,0.2
22939.0,0.2
862868.0,0.2
7582.0,0.1
555850.0,0.6
23008.0,0.3
755056.0,0.4
990436.0,0.2
28066.0,0.2
753594.0,inf
22993.0,0.2
8452.0,0.2
28067.0,0.2
769647.0,2.0
560054.0,0.1
558928.0,0.8
8751.0,0.3
696804.0,1.2
764338.0,0.1
753670.0,0.6
27726.0,1.2
684668.0,0.3
568722.0,0.2
754540.0,0.1
625996.0,0.1
27934.0,0.2
759883.0,1.7
626000.0,inf
23050.0,0.1
27311.0,0.5
632657.0,1.0
8430.0,0.2
1602.0,0.7
995147.0,0.6
862871.0,0.2
643043.0,0.1
864801.0,1.1
23074.0,0.3
754349.0,0.1
776230.0,0.1
634657.0,1.4
754149.0,0.1
24424.0,0.2
634676.0,1.3
546279.0,0.4
973585.0,0.1
30993.0,0.3
7583.0,0.9
752949.0,1.7
753721.0,1.7
626620.0,0.2
626721.0,inf
754852.0,1.1
989190.0,0.2
569626.0,0.2
27439.0,0.1
753712.0,0.1
31049.0,1.3
2232.0,0.4
775909.0,0.2
625136.0,0.2
754478.0,0.3
753173.0,0.1
22964.0,0.2
1873.0,0.4
23861.0,0.2
644271.0,0.1
756702.0,0.5
24204.0,0.2
754217.0,0.1
755336.0,0.1
24205.0,0.2
613652.0,0.1
626716.0,0.1
754031.0,0.2
755565.0,0.1
29254.0,0.1
626785.0,inf
23710.0,1.1
754403.0,1.4
23023.0,0.2
34381.0,0.2
24423.0,0.1
23859.0,0.3
2574.0,0.3
567279.0,0.2
776532.0,0.3
7811.0,0.2
989195.0,0.2
23856.0,0.3
625998.0,inf
22951.0,0.2
23860.0,0.2
36248.0,0.2
22909.0,0.2
570886.0,0.6
23025.0,0.3
626417.0,0.3
24422.0,0.3
770997.0,0.7
8111.0,1.0
30274.0,0.2
7849.0,0.2
5606.0,1.4
3277.0,0.2
545756.0,0.2
552120.0,0.6
571387.0,0.5
23046.0,0.2
989178.0,1.5
754969.0,0.1
685150.0,1.3
752637.0,0.1
973981.0,0.1
765135.0,1.3
754526.0,0.2
769173.0,1.0
30273.0,0.2
571166.0,inf
975666.0,0.3
23068.0,0.2
768906.0,0.1
546118.0,0.2
3307.0,0.1
22882.0,0.1
5634.0,1.7
29327.0,0.3
567299.0,0.3
772295.0,1.2
22888.0,0.4
7100.0,1.3
30530.0,0.9
1019086.0,1.3
9488.0,0.9
1018721.0,0.3
677335.0,0.2
27984.0,0.2
7905.0,0.2
23058.0,0.2
27823.0,0.2
23070.0,0.2
3637.0,0.9
34337.0,0.1
10219.0,1.3
23024.0,0.2
6947.0,0.5
30053.0,1.5
36066.0,0.9
27985.0,0.1
772222.0,0.2
27989.0,0.3
546633.0,0.2
570782.0,0.2
755323.0,0.2
30139.0,0.5
29731.0,0.3
550759.0,0.2
569117.0,0.3
755689.0,0.2
32959.0,0.3
38103.0,0.2
754113.0,0.2
22904.0,0.4
8352.0,0.2
23214.0,inf
865716.0,0.2
23432.0,0.3
27863.0,0.2
7848.0,0.2
27546.0,0.3
1018650.0,0.2
7723.0,0.3
1018678.0,1.2
27502.0,0.3
1019258.0,0.2
22957.0,0.2
557483.0,0.2
560030.0,0.4
560236.0,0.4
23267.0,0.4
644607.0,0.3
976181.0,0.1
865934.0,0.2
5347.0,0.2
1249.0,0.4
5479.0,0.2
5046.0,0.2
606604.0,0.3
3589.0,0.3
676049.0,0.2
3167.0,0.1
690475.0,1.9
675577.0,0.1
7700.0,0.5
690521.0,0.6
22980.0,0.2
20731.0,0.1
21374.0,0.1
4730.0,0.1
22253.0,0.1
14790.0,0.4
7910.0,0.1
541937.0,0.1
15776.0,0.1
3772.0,0.2
568661.0,0.1
569600.0,0.2
35777.0,0.1
26477.0,0.1
22607.0,0.1
22304.0,0.1
7909.0,0.1
34169.0,0.1
3038.0,0.1
7908.0,0.1
7502.0,0.2
7907.0,0.1
9479.0,0.2
31002.0,0.3
3159.0,0.1
9774.0,0.9
33880.0,0.7
7863.0,0.1
676464.0,1.0
567474.0,inf
568598.0,0.1
4809.0,0.2
4152.0,0.1
20793.0,0.9
7684.0,1.0
8300.0,1.0
570377.0,0.1
570744.0,0.2
545788.0,1.1
771532.0,inf
34467.0,0.2
771663.0,1.0
23353.0,0.2
5350.0,0.1
16755.0,0.4
38117.0,0.7
676250.0,0.5
22967.0,1.3
8393.0,1.0
30315.0,0.3
767409.0,0.8
3813.0,0.1
29585.0,0.2
753192.0,0.5
570256.0,0.2
30004.0,0.1
34735.0,0.2
28627.0,0.3
22937.0,0.3
765406.0,0.7
677072.0,0.8
29484.0,0.1
675748.0,0.1
23485.0,0.2
571461.0,0.2
8752.0,0.2
561597.0,0.4
28599.0,0.3
551873.0,0.4
28302.0,0.3
35539.0,0.1
20261.0,0.1
9321.0,0.1
33985.0,0.7
568032.0,0.1
28591.0,0.7
29584.0,0.1
13660.0,1.0
27948.0,1.5
8753.0,0.2
582618.0,1.2
11719.0,0.1
2371.0,0.3
9799.0,1.1
570097.0,0.1
755293.0,1.1
754353.0,0.1
690110.0,1.0
35663.0,0.7
9254.0,1.3
866522.0,0.3
546679.0,1.3
28483.0,0.9
690522.0,0.4
754434.0,0.2
19317.0,0.1
9872.0,0.1
675163.0,0.2
29889.0,1.2
27263.0,0.2
20025.0,0.1
8299.0,0.7
771637.0,0.1
27138.0,0.9
8298.0,0.9
8789.0,0.8
9791.0,1.0
20098.0,0.4
551826.0,0.3
5380.0,0.7
22978.0,0.2
1591.0,0.7
675701.0,0.8
22956.0,inf
467.0,0.8
8976.0,1.0
37091.0,0.8
27243.0,1.1
27294.0,0.2
675475.0,0.1
38394.0,0.8
571653.0,0.2
29342.0,0.2
557373.0,1.0
762221.0,0.2
28069.0,0.1
770986.0,1.1
15777.0,0.1
16337.0,0.1
36577.0,0.5
20832.0,0.1
22934.0,0.9
2991.0,1.2
28250.0,inf
10955.0,0.1
24150.0,1.6
28163.0,0.2
36194.0,0.2
7726.0,1.3
5532.0,0.1
571518.0,1.0
570572.0,0.7
8962.0,0.4
24148.0,1.4
3808.0,1.2
31507.0,0.4
753195.0,0.9
38605.0,0.3
546142.0,1.8
675543.0,0.4
7906.0,0.1
7725.0,1.3
27947.0,0.5
7724.0,1.2
13949.0,0.1
8963.0,0.4
697096.0,1.0
4452.0,0.2
655275.0,inf
1595.0,1.4
866922.0,0.3
546862.0,1.4
643260.0,1.1
29761.0,1.2
19765.0,0.1
765445.0,0.4
3359.0,0.6
624688.0,1.0
754808.0,1.3
760417.0,0.3
3376.0,0.1
866818.0,0.2
762631.0,0.2
767069.0,0.8
643257.0,1.0
764226.0,0.4
768368.0,0.2
5928.0,0.1
549308.0,0.6
11175.0,0.8
558547.0,0.2
13650.0,0.6
8335.0,1.3
23752.0,1.1
697133.0,0.6
753654.0,0.7
29873.0,0.5
762018.0,0.2
676422.0,1.9
24517.0,1.1
765859.0,0.2
777130.0,0.2
754363.0,1.2
23956.0,1.3
761486.0,0.3
777005.0,0.4
7983.0,0.5
30244.0,0.1
772012.0,0.3
7604.0,0.2
765875.0,0.3
768305.0,0.1
9497.0,0.2
763012.0,2.0
9498.0,0.1
9499.0,0.2
546864.0,0.2
13038.0,0.2
20374.0,0.2
763098.0,0.3
6574.0,0.2
13039.0,0.2
763348.0,0.3
865427.0,0.1
567655.0,1.2
558836.0,0.7
35795.0,1.0
9583.0,0.4
6867.0,0.3
8682.0,1.4
561689.0,0.8
8873.0,0.3
29009.0,inf
550751.0,0.3
561317.0,inf
27207.0,0.4
8560.0,0.3
8861.0,0.3
31212.0,0.4
8874.0,0.3
778079.0,1.6
1136.0,0.1
557179.0,inf
10967.0,0.1
22261.0,0.1
10952.0,0.1
2612.0,inf
22811.0,0.1
23435.0,1.3
23166.0,0.4
10063.0,0.1
22736.0,0.1
33618.0,inf
20554.0,0.1
569416.0,0.4
23278.0,0.2
4008.0,0.1
622628.0,0.6
11108.0,0.2
554095.0,1.0
3829.0,0.1
997019.0,0.4
9122.0,0.3
997017.0,1.2
569790.0,0.8
34663.0,0.5
568410.0,1.4
675369.0,0.4
4953.0,0.1
774235.0,0.9
569940.0,0.1
8033.0,0.1
997007.0,1.0
1598.0,0.1
569114.0,0.6
4666.0,0.1
28994.0,0.3
3668.0,0.1
569246.0,0.7
1016197.0,0.1
569850.0,0.3
16319.0,0.1
997038.0,2.0
21255.0,0.8
6408.0,0.2
14091.0,0.1
2242.0,0.3
2961.0,0.2
510657.0,0.2
764050.0,inf
27536.0,1.7
14018.0,0.1
570051.0,inf
945779.0,1.4
997021.0,1.7
5342.0,0.1
1023900.0,0.4
945184.0,0.7
22853.0,0.3
996986.0,1.8
3595.0,0.1
871.0,0.9
761572.0,1.0
760403.0,0.3
638590.0,0.8
14092.0,0.1
4763.0,0.1
983565.0,0.1
1836.0,0.8
629443.0,0.6
10164.0,0.7
975646.0,0.1
981379.0,0.1
773347.0,1.0
12015.0,0.2
1016200.0,0.1
975140.0,0.1
7897.0,0.1
673245.0,inf
37920.0,inf
1009082.0,0.1
759287.0,0.2
32750.0,0.1
189.0,0.8
9920.0,0.1
755399.0,0.8
549158.0,0.2
20329.0,inf
556916.0,inf
5048.0,0.1
10809.0,inf
764949.0,0.4
997018.0,0.5
4586.0,0.1
23116.0,0.1
997048.0,1.1
580941.0,0.1
9687.0,0.2
771665.0,1.0
10281.0,0.1
1009087.0,0.1
4701.0,inf
555410.0,0.2
33975.0,inf
569859.0,0.8
15622.0,1.2
611706.0,inf
758070.0,0.3
773044.0,1.0
8311.0,0.2
675977.0,0.8
1009085.0,0.1
568890.0,0.7
569525.0,1.6
549589.0,0.2
555166.0,0.7
570076.0,0.8
32780.0,0.3
7774.0,0.8
997109.0,1.0
8016.0,0.1
551675.0,1.2
570140.0,0.3
972937.0,0.6
997006.0,1.9
773340.0,0.8
14017.0,0.1
34489.0,0.6
1683.0,1.3
9304.0,0.2
676643.0,0.1
8179.0,0.3
632711.0,inf
33882.0,0.1
569170.0,0.3
675376.0,inf
1019508.0,0.2
7061.0,0.1
997042.0,0.8
548469.0,0.3
676284.0,inf
630528.0,inf
997041.0,1.6
19833.0,0.1
997011.0,1.5
7060.0,0.2
979271.0,0.6
20042.0,0.1
7955.0,0.7
9194.0,0.2
504535.0,0.2
997106.0,1.0
996997.0,1.4
7939.0,0.9
764372.0,0.1
997028.0,1.4
996987.0,0.6
7773.0,0.8
21228.0,0.2
626075.0,0.5
2488.0,0.8
5238.0,0.1
7801.0,0.1
22791.0,inf
573321.0,0.9
691.0,1.1
20187.0,0.2
8017.0,0.2
22386.0,0.1
3785.0,0.8
2072.0,0.2
776651.0,0.3
545820.0,inf
545506.0,0.5
996956.0,1.8
30148.0,0.2
546790.0,0.2
9580.0,0.7
997086.0,1.1
9490.0,0.1
991652.0,1.0
7808.0,0.1
766486.0,0.3
35152.0,0.2
8411.0,0.9
11020.0,0.2
632417.0,0.1
9579.0,0.8
5782.0,0.1
16613.0,1.0
7394.0,0.7
38695.0,0.1
20782.0,0.1
752910.0,0.2
4175.0,0.1
561075.0,0.1
996962.0,1.5
35388.0,0.1
997055.0,1.3
13287.0,0.2
13339.0,0.2
765315.0,1.0
7937.0,0.7
37605.0,0.3
753751.0,0.3
35591.0,0.1
33667.0,0.1
757.0,0.1
22483.0,0.8
1009088.0,0.2
4887.0,1.0
34477.0,0.1
7639.0,0.9
7392.0,0.9
15685.0,0.9
997020.0,1.6
773253.0,1.0
22232.0,0.8
775331.0,inf
36029.0,0.1
27549.0,0.2
33363.0,0.1
7940.0,0.8
1009084.0,0.1
16742.0,0.1
9195.0,0.2
736.0,0.7
322.0,0.8
36234.0,0.1
35015.0,0.4
9517.0,0.2
7936.0,0.9
569766.0,0.7
685022.0,1.2
865956.0,0.5
974002.0,0.6
676410.0,0.1
997033.0,0.7
864954.0,0.1
27999.0,0.2
676360.0,0.1
775047.0,1.1
675199.0,0.1
12444.0,0.2
8547.0,0.8
8703.0,0.5
557510.0,0.2
996965.0,1.0
11019.0,0.2
773525.0,0.1
644222.0,0.1
542314.0,0.2
33526.0,0.5
7938.0,0.7
8234.0,0.2
6166.0,0.2
997092.0,1.0
21855.0,1.0
36539.0,0.4
8360.0,0.1
776136.0,1.4
568388.0,1.2
772244.0,0.9
10009.0,0.1
997054.0,1.4
997035.0,0.7
775825.0,0.9
549695.0,0.2
2068.0,0.3
997026.0,0.9
997016.0,1.6
996998.0,0.9
29138.0,1.5
549720.0,1.5
5414.0,1.0
24992.0,0.7
997046.0,1.4
997036.0,0.1
4979.0,0.1
552169.0,0.2
997023.0,0.7
6625.0,0.2
1013527.0,0.2
753316.0,1.1
3982.0,1.3
765899.0,0.1
12902.0,0.2
12903.0,0.2
775531.0,1.1
12904.0,0.1
4024.0,0.1
29027.0,1.5
996983.0,1.4
3551.0,0.2
36086.0,0.1
866311.0,0.2
777303.0,1.0
1009086.0,0.1
7548.0,0.2
995193.0,0.1
991676.0,0.7
700.0,0.9
550070.0,1.4
2231.0,0.8
7467.0,1.2
765803.0,inf
754384.0,1.1
975422.0,inf
763867.0,0.5
19851.0,0.7
9056.0,1.0
3104.0,0.2
776996.0,0.2
3762.0,1.0
772592.0,0.2
997159.0,1.2
20343.0,1.5
555874.0,0.9
15684.0,0.1
1175.0,1.1
30200.0,1.1
7642.0,0.2
997082.0,1.3
21405.0,1.5
675531.0,0.6
764819.0,0.3
9273.0,0.8
22255.0,0.7
10381.0,0.9
9921.0,0.7
553082.0,0.1
9922.0,0.5
22984.0,1.1
9295.0,0.7
8446.0,0.3
19443.0,0.1
2552.0,0.2
1009083.0,0.1
4524.0,0.1
997108.0,0.8
997009.0,1.4
997102.0,0.8
545529.0,0.2
1224.0,1.1
7643.0,0.8
2400.0,0.2
546011.0,0.2
753277.0,0.4
37680.0,0.2
27725.0,0.2
2341.0,1.0
553242.0,0.2
9274.0,0.8
775035.0,0.9
551900.0,0.2
19414.0,0.5
545728.0,0.1
9778.0,0.2
546672.0,0.2
1943.0,0.1
1572.0,0.1
996970.0,0.7
12532.0,0.8
10322.0,0.2
14206.0,0.9
613910.0,inf
27871.0,0.8
12954.0,0.2
549728.0,0.1
549333.0,0.2
676540.0,0.5
771605.0,1.1
996985.0,1.4
550111.0,0.2
14205.0,0.9
971837.0,0.1
7439.0,0.9
549475.0,0.2
550820.0,0.4
545730.0,1.2
552292.0,0.2
12509.0,0.5
628631.0,0.2
552604.0,0.2
752561.0,0.2
35171.0,0.7
552857.0,0.1
552992.0,0.2
12957.0,1.0
553243.0,0.1
765939.0,0.9
547125.0,0.2
505366.0,0.2
546621.0,0.2
19795.0,0.6
546350.0,0.1
1020578.0,0.3
6088.0,0.2
16764.0,0.3
4043.0,0.9
552008.0,0.2
546625.0,0.2
546266.0,0.2
549127.0,0.2
239.0,0.2
551250.0,0.2
3744.0,0.1
551816.0,0.2
758604.0,0.3
775112.0,0.9
551101.0,0.2
3078.0,0.1
675286.0,0.2
555223.0,0.2
35659.0,0.2
561183.0,1.1
545847.0,0.2
996961.0,0.6
546082.0,0.2
27630.0,0.8
997002.0,1.3
9631.0,0.3
554311.0,1.2
996969.0,1.4
996960.0,1.1
997094.0,1.5
552738.0,0.1
752753.0,0.3
5213.0,0.1
974307.0,0.1
984729.0,0.2
754368.0,1.1
7472.0,1.2
550805.0,0.2
758302.0,0.6
505562.0,1.2
568968.0,0.1
773418.0,0.1
34903.0,0.1
570589.0,0.8
567504.0,0.9
27770.0,0.8
8978.0,0.2
4009.0,0.3
996959.0,1.1
690539.0,1.2
35311.0,inf
27397.0,0.8
1019541.0,0.3
559521.0,0.5
27801.0,0.8
2247.0,0.9
1599.0,1.3
35417.0,0.1
37216.0,0.2
13983.0,1.1
11703.0,0.8
4081.0,0.9
764277.0,0.5
3839.0,0.1
558761.0,0.2
13610.0,0.2
690526.0,0.8
763300.0,0.1
765195.0,1.0
571297.0,0.3
777076.0,0.8
5621.0,0.9
770193.0,1.9
35205.0,0.1
550433.0,0.3
715463.0,0.3
996968.0,1.6
752415.0,1.4
37153.0,0.2
752927.0,0.3
5518.0,0.1
33588.0,1.0
557519.0,inf
642807.0,0.6
771664.0,1.0
10165.0,0.7
559408.0,0.2
557719.0,0.8
755128.0,1.1
870.0,0.9
10163.0,0.7
11023.0,1.3
27729.0,0.7
762454.0,1.1
3924.0,0.1
764744.0,0.7
774101.0,0.1
13984.0,1.1
571100.0,0.2
997027.0,1.4
5488.0,0.2
3098.0,1.3
771456.0,inf
7921.0,0.9
971633.0,0.1
556810.0,1.1
30988.0,0.9
36791.0,0.2
20485.0,0.1
557668.0,1.1
7956.0,0.1
2507.0,0.1
760375.0,0.8
675419.0,inf
27666.0,0.8
743660.0,0.1
697144.0,0.1
10167.0,0.5
770384.0,0.9
10748.0,0.9
626512.0,inf
5256.0,1.0
29151.0,0.2
5513.0,0.3
5425.0,0.9
977164.0,1.2
37473.0,0.1
20458.0,1.1
841.0,0.6
19140.0,0.6
23265.0,0.2
10417.0,1.0
556742.0,0.1
864617.0,0.4
27422.0,0.2
770315.0,0.1
27421.0,0.3
866003.0,0.4
755703.0,1.0
558838.0,1.1
33997.0,0.7
29504.0,1.3
760411.0,inf
23454.0,0.5
27979.0,1.3
559044.0,0.1
29025.0,0.5
8256.0,1.1
690817.0,0.7
760415.0,0.8
33322.0,0.2
7922.0,1.2
12442.0,1.1
11022.0,0.3
9518.0,0.4
7589.0,0.1
9911.0,0.5
23281.0,0.8
34293.0,0.1
10166.0,0.1
14222.0,0.9
20878.0,1.2
23297.0,1.2
997569.0,0.4
865005.0,0.4
865521.0,0.2
552488.0,0.2
37879.0,0.1
765309.0,0.1
5858.0,0.7
29521.0,inf
14105.0,0.6
23933.0,0.1
567558.0,0.2
972199.0,0.7
559931.0,0.4
752467.0,0.2
864657.0,0.4
11714.0,1.1
984555.0,0.7
28099.0,0.9
550714.0,inf
9037.0,0.6
23218.0,0.7
10418.0,1.0
865353.0,0.4
10644.0,0.6
510421.0,1.2
672285.0,0.6
19896.0,0.9
27529.0,0.5
985584.0,0.5
676673.0,0.2
5190.0,0.1
13206.0,0.4
571587.0,0.6
18943.0,0.2
31368.0,0.9
4899.0,0.1
29506.0,0.9
3642.0,1.2
542772.0,0.5
552131.0,1.0
4840.0,0.1
2672.0,0.5
28553.0,0.9
6070.0,0.2
562090.0,0.3
549590.0,0.9
997022.0,1.2
510273.0,1.0
1019743.0,0.2
557686.0,0.7
30965.0,0.7
30250.0,0.3
765987.0,2.0
769983.0,1.1
25503.0,inf
675230.0,0.1
36508.0,0.1
24.0,1.1
15668.0,0.2
754596.0,0.2
755651.0,1.0
34127.0,inf
569157.0,0.2
570219.0,0.2
764642.0,0.1
755287.0,0.3
754110.0,0.2
7562.0,0.6
22849.0,0.7
27419.0,0.5
850275.0,0.7
861867.0,0.3
557158.0,1.2
32479.0,0.9
10101.0,1.0
675832.0,inf
8255.0,0.8
2918.0,1.1
29929.0,0.3
755004.0,0.1
23189.0,0.6
30251.0,1.1
27420.0,0.4
997003.0,1.1
8289.0,0.7
761325.0,0.2
755309.0,0.9
753799.0,1.0
24428.0,0.1
754535.0,0.3
754055.0,1.0
754154.0,1.0
764227.0,0.4
754138.0,1.1
977375.0,0.3
541044.0,1.0
568301.0,0.2
862986.0,0.5
36262.0,0.3
643364.0,0.9
7977.0,1.0
27975.0,0.2
23263.0,0.5
553308.0,1.0
27976.0,1.4
868117.0,0.1
865605.0,0.5
754826.0,0.2
766115.0,0.7
555014.0,0.4
865301.0,0.3
23803.0,0.2
864982.0,0.4
570002.0,0.7
558134.0,inf
862983.0,0.5
19734.0,0.4
571442.0,0.7
35717.0,0.1
5038.0,0.2
561703.0,1.5
765784.0,1.0
558864.0,1.1
866214.0,0.4
625147.0,0.8
765966.0,0.5
765904.0,0.3
4756.0,0.1
556197.0,0.1
5088.0,0.1
754204.0,0.2
753315.0,0.5
766917.0,0.9
8470.0,0.3
720.0,1.1
557938.0,0.9
766909.0,1.1
34418.0,0.2
755586.0,0.3
766864.0,0.6
994911.0,0.3
8128.0,0.3
1019378.0,0.1
1019380.0,0.2
14070.0,0.3
22604.0,0.5
776911.0,0.2
23221.0,0.6
7650.0,0.9
20463.0,0.3
15701.0,0.1
867875.0,0.4
12883.0,0.8
15704.0,0.4
557539.0,0.9
344.0,0.3
1019379.0,0.2
696944.0,0.3
754027.0,0.3
22896.0,0.6
755318.0,0.7
864662.0,0.3
1019740.0,0.2
13903.0,0.2
569655.0,1.4
23293.0,1.6
3524.0,0.2
768864.0,1.0
23225.0,0.6
626724.0,0.5
865324.0,0.4
15702.0,0.2
13907.0,0.2
15703.0,0.4
23309.0,0.8
6964.0,0.3
28448.0,1.6
764673.0,0.8
5840.0,1.4
626173.0,0.1
754815.0,0.6
504801.0,0.6
755883.0,0.2
6949.0,0.2
626151.0,0.6
760419.0,0.9
755141.0,0.2
560023.0,0.3
27972.0,0.3
7611.0,0.1
754334.0,0.2
23057.0,0.2
827.0,0.8
755252.0,1.0
625359.0,0.2
30952.0,0.3
10971.0,0.4
743.0,0.8
754043.0,0.2
755716.0,0.2
510557.0,0.7
768231.0,0.8
14069.0,0.2
625367.0,0.4
23183.0,0.5
754237.0,0.4
8291.0,1.2
568170.0,0.3
28237.0,0.1
8348.0,1.0
23211.0,0.6
623024.0,1.1
625075.0,0.1
625150.0,0.7
1880.0,1.2
32684.0,0.2
625199.0,0.5
754605.0,0.3
643033.0,0.2
611426.0,0.1
27315.0,inf
35220.0,0.3
555911.0,1.1
625055.0,inf
10572.0,0.2
588.0,0.2
674463.0,1.6
23184.0,0.5
777422.0,0.2
504474.0,0.2
755543.0,0.2
606711.0,0.3
13151.0,0.8
754117.0,0.2
753947.0,0.2
560119.0,1.0
9821.0,0.4
5955.0,0.3
7569.0,inf
28044.0,0.2
27455.0,0.7
3980.0,0.4
4266.0,0.3
24066.0,0.2
8290.0,0.3
23364.0,0.3
9819.0,0.3
685136.0,1.0
27971.0,0.3
9636.0,0.3
9144.0,0.5
28243.0,0.5
7610.0,0.2
9820.0,0.3
625054.0,0.1
25469.0,0.7
642725.0,0.1
8224.0,inf
4782.0,0.3
560008.0,0.3
23807.0,0.2
8354.0,1.0
644751.0,0.6
675283.0,1.1
11875.0,0.7
9486.0,0.5
24668.0,0.3
677103.0,inf
29764.0,0.2
23846.0,0.3
10474.0,0.3
4608.0,0.1
7599.0,0.6
696736.0,0.2
675569.0,0.3
675011.0,0.2
14232.0,0.2
25.0,0.6
154.0,inf
5588.0,0.3
9143.0,0.3
468.0,0.2
643738.0,1.5
550086.0,inf
12277.0,0.2
1025779.0,0.8
556536.0,0.3
1025754.0,0.8
38238.0,inf
1025774.0,0.8
1025834.0,0.8
5615.0,0.2
1025881.0,1.0
8939.0,1.0
1025705.0,0.8
9732.0,0.1
4731.0,0.1
1026015.0,1.0
1025838.0,0.9
647426.0,0.5
8938.0,1.0
1025702.0,0.8
3530.0,inf
23077.0,0.2
1026348.0,0.8
1025937.0,1.0
1025574.0,0.8
1025910.0,1.0
980386.0,0.1
1025685.0,0.9
776922.0,0.1
569066.0,0.5
741706.0,inf
1025891.0,1.0
8994.0,0.1
1025806.0,0.9
1026349.0,0.8
8995.0,0.1
777858.0,1.0
545344.0,0.2
632759.0,0.1
13275.0,0.1
1025933.0,1.0
1025888.0,0.9
1019564.0,0.2
777463.0,1.0
1025652.0,1.0
555679.0,0.5
9775.0,0.1
1025956.0,1.0
644292.0,0.1
765852.0,0.8
571448.0,inf
769218.0,0.8
550437.0,0.1
1222.0,0.9
561672.0,0.1
11191.0,inf
1026027.0,1.0
14769.0,0.2
25121.0,0.8
14791.0,0.3
1025836.0,1.0
8429.0,0.2
1025733.0,0.9
690112.0,inf
551135.0,0.2
28110.0,0.6
754065.0,0.1
644514.0,1.7
1025934.0,0.9
567948.0,0.1
775006.0,0.2
1025716.0,0.9
1025988.0,0.9
29806.0,0.6
782678.0,1.0
551267.0,0.2
1025629.0,0.8
1025664.0,0.9
1025896.0,0.9
555425.0,1.4
1026351.0,0.9
625619.0,1.1
1025675.0,0.9
1025925.0,0.9
28084.0,0.7
32868.0,0.2
1025917.0,0.9
1025919.0,0.9
1025649.0,0.8
1025576.0,0.7
1025678.0,0.9
23060.0,0.6
1025948.0,0.9
1026023.0,0.9
640917.0,0.7
1025941.0,0.9
9453.0,0.4
1025573.0,0.9
543024.0,inf
23099.0,0.5
1025841.0,0.8
1025589.0,0.8
3810.0,0.1
1026356.0,0.9
1025870.0,0.7
1025577.0,0.8
1025946.0,0.7
1025866.0,0.7
1025819.0,0.9
1025824.0,0.8
1026350.0,0.9
645303.0,0.2
1025906.0,0.8
760492.0,0.4
1025584.0,0.8
1025663.0,0.9
23472.0,0.8
607298.0,0.2
23021.0,0.7
552966.0,0.2
1025740.0,0.9
1025656.0,0.9
1025588.0,0.8
1025879.0,0.9
765777.0,0.8
782714.0,0.8
550547.0,0.2
1025599.0,0.8
547898.0,0.3
1025816.0,0.9
763784.0,0.3
1025748.0,0.9
998929.0,0.1
20893.0,0.9
754629.0,0.1
1025575.0,0.9
568333.0,0.2
9198.0,0.8
568146.0,0.8
24906.0,0.9
1025682.0,0.9
1025815.0,0.9
1025787.0,0.9
22947.0,0.7
27304.0,0.6
765906.0,0.2
28698.0,inf
551437.0,0.2
19027.0,0.3
27632.0,0.8
1025799.0,0.7
27691.0,0.6
768036.0,1.3
561078.0,inf
1025729.0,1.0
36381.0,0.8
11695.0,inf
571648.0,0.5
569028.0,0.2
23067.0,0.7
763057.0,0.6
765508.0,0.5
561834.0,0.2
1025572.0,0.8
765912.0,0.4
1025585.0,1.0
567942.0,0.7
546320.0,0.2
1025922.0,0.9
28145.0,0.8
31256.0,0.2
762227.0,1.3
1025689.0,0.9
1025911.0,0.9
763352.0,1.3
1026034.0,0.9
605824.0,inf
1025626.0,1.0
27775.0,1.1
760418.0,0.2
38843.0,0.2
775831.0,0.2
540957.0,0.4
641923.0,0.1
29496.0,0.7
8922.0,0.1
545387.0,0.2
18912.0,0.3
551736.0,inf
29091.0,1.0
30062.0,0.6
549687.0,0.2
14983.0,0.7
568536.0,0.2
1025874.0,0.7
